,item_id,i_name,i_category,r_substitute,r_buy_together,r_complement
1283,466,200 Shipping Labels White Blank Half Page Self Adhesive for Laser Inkjet Printer 5.5&quot; x 8.5&quot; x 2 each sheet,22,"[38, 1660, 1379, 2289, 1147, 1421, 449, 1562, 1625, 1312, 958, 550, 1231, 2334, 1110, 1009, 1700, 853, 1418, 1310, 107, 1349, 1865, 2384, 915]",[],"[38, 1660, 1659, 1379, 1232, 1800, 49, 1147, 449, 2039, 1097, 1498, 1088, 1625, 1312, 1765, 958, 550, 1422, 112, 1009, 142, 2334, 2181, 1700, 1018, 967, 1532, 1068, 60, 853, 1658, 1864, 171, 613, 1274, 220, 1310, 47, 1349, 543, 1865, 547, 2384]"
1284,2285,"VTech DS6521-3 DECT 6.0 Cordless Phone, Silver/Black, 3 Handsets",37,"[2007, 2360, 2265, 412, 580, 1973, 1183, 1269, 247]","[2360, 247]",[]
1285,1282,Epson WorkForce 610 Wireless Color Inkjet All-in-One Printer (C11CA50201),0,[],"[1543, 1533, 74]","[1543, 1533, 959]"
1286,1283,Epson Artisan 710 Wireless Color Inkjet All-In-One Printer (C11CA53201),0,"[2184, 132, 896, 681, 694, 426, 1983, 606, 711, 1570, 1278, 179, 230, 862, 519, 406, 595, 61, 430, 778, 427, 567, 74, 297, 336, 1094, 1766, 1469, 722, 540, 110, 783, 696, 1268, 920, 459, 1282, 102]",[681],[]
1287,1021,"Epson Artisan 810 Wireless All-in-One Color Inkjet Printer, Copier, Scanner, Fax (C11CA52201)",29,"[2184, 132, 1035, 681, 694, 1983, 1570, 1278, 179, 281, 230, 406, 595, 111, 2416, 778, 427, 74, 336, 1094, 722, 540, 187, 110, 79, 374, 696, 483, 1402, 1268, 459, 58, 1282, 1494, 1283, 102]","[681, 230]",[]
1288,1551,F-301 Retractable Ballpoint 0.7mm Black 9pk (11169),39,"[1731, 1641, 1450, 1336]",[],"[516, 1804, 115, 840, 1336, 49, 378, 630, 1731, 1357, 1925, 1636, 1583, 2058, 1235, 1624, 1450, 2237, 484, 2116, 1678, 769, 736, 850]"
1289,1552,2-Pack Non-OEM Ink Cartridge w/ Chip for Canon PGI-220BK Pixma Canon iP3600 iP4600 MP560 MP620 MX860 MP980-Black,28,[],[752],"[269, 1754, 752, 187, 2296, 808, 49]"
1290,2286,Omas Limited Edition Phoenix Plated Fountain Pen With Diamonds,39,"[1837, 118, 891]",[],[]
1291,607,"3M Permanent Adhesive Address Labels, 1 x 2.62 Inches, Inkjet, White, 750 per Pack (3200-A)",22,"[1447, 335, 1018, 433, 133, 334, 392, 7, 112, 2350, 142, 304, 109, 249]",[],"[1357, 484, 1264, 7, 1110, 142, 2070, 1247, 49, 109, 139]"
1292,7,"3M Permanent Adhesive Address Labels, 1 x 2.62 Inches, White, 3000 per Pack (3100-B)",22,"[1447, 2004, 433, 109, 460, 133, 607, 392, 1684, 112, 2350, 142, 1018, 249]",[],"[1863, 151, 1800, 1628, 49, 494, 378, 89, 112, 966, 1700, 1018, 487, 587, 109, 699, 607, 86, 1264, 1684, 421, 1322, 2004, 543, 1396, 484, 769, 1234, 1713, 1676]"
1293,129,"Post-It Super Sticky Removable Color Coding Labels, 2 x 4 Inches, Assorted Neon, 150 per Pack (2700-W)",22,"[13, 1816, 9, 6]",[],"[351, 2378, 6, 939, 13, 1816, 1422, 9]"
1294,6,"Post-it Super Sticky Removable Color Coding Labels, 1 Inch x 2 5/8-Inch, Assorted Neon, Laser, 450 Labels per Pack (2700-P)",32,"[76, 2378, 13, 1816, 129, 9, 2350, 161]",[],"[2378, 2066, 13, 484, 129, 9, 589]"
1295,14,"3M Permanent Adhesive Shipping Labels, 2 x 4 Inches, White, 2500 per Pack (3100-U)",22,"[152, 460, 1625, 607, 334, 915, 7, 466, 382, 304, 109, 1796, 249]",[],"[152, 460, 607, 484, 7, 736, 421, 109, 392]"
1296,9,"Post-it&reg; Super Sticky Removable Label Pads, Assorted Neon Colors and Sizes, 16 Pads, 400 Labels per Pack (2900-M16)",11,"[76, 2378, 6, 66, 229, 13, 131, 1247, 161]",[],"[193, 76, 1228, 1232, 1758, 1881, 67, 2378, 131, 1216, 1635, 161, 2083, 939, 220, 66, 47, 543, 2310, 484, 1247]"
1297,55,"3M Permanent Adhesive File Folder Labels, 0.66 x 3.437 Inches, White, 1500 per Pack (3300-F)",22,"[13, 439]",[],"[460, 313, 1628, 439, 494, 378, 139, 2039, 505, 2005, 2066, 407, 1211, 2125, 633, 356, 1470, 112, 966, 2087, 1357, 1018, 109, 587, 487, 1713, 2078, 1807, 607, 2325, 1264, 1086, 1370, 7, 421, 1322, 1212, 1540, 1391, 13, 484, 2116, 1234, 769, 736, 2214, 1934]"
1298,13,"Post-it&reg; Super Sticky Removable File Folder Labels, 0.66 x 3.437 Inches, White, 1500 per Pack (2100-F)",22,"[294, 1514, 20, 6, 9, 251, 63, 129, 421, 2350, 1758, 1523, 161, 439]",[],"[1514, 1376, 313, 1758, 1628, 1309, 439, 494, 378, 6, 407, 633, 112, 142, 966, 1018, 109, 587, 1807, 331, 1008, 295, 2325, 1979, 1370, 1264, 421, 1322, 735, 214, 2082, 484, 2116, 1234, 769, 9, 736, 2214, 1378, 589, 2078]"
1299,12,"3M Permanent Adhesive Return Address Labels, 1/2&quot; X 1 3/4&quot;  Inches White, Laser, 2000 labels per pack (3100-Q)",22,[],[],[]
1300,1963,National Hardware V337 Wall Door Stops in Almond,20,[],[],[]
1301,1553,National Hardware V334 4&quot; Door Stops in Brown,20,[],[2137],"[2137, 1396, 19, 421, 1853, 1272, 220, 139]"
1302,1730,"Universal 43623 Dry Erase Board, Melamine, 36w x 24h, Satin-Finished Aluminum Frame",26,"[1785, 843, 178, 1136, 1164, 884, 582, 1217, 1064, 1013, 223, 2357]",[],"[1770, 438, 115, 1390, 5, 49, 2370, 378, 630, 1150, 1785, 2397, 1662, 1663, 2245, 154, 1013, 109, 37, 1136, 86, 1637, 223, 1212, 843, 1396, 484, 1164, 2168, 1821, 1217, 557, 850, 139]"
1303,1170,Brother PT1290 Home and Office Labeler,24,"[1285, 833, 1127, 103, 1105, 108, 851, 2165, 253, 296, 1964, 1602, 1420, 1355, 1577, 71]",[],"[1217, 1676, 1336, 590, 49, 494, 378, 407, 2231, 587, 1008, 699, 1583, 1355, 1577, 1616, 1322, 421, 908, 1218, 1295, 843, 2082, 2237, 484, 736, 850, 139]"
1304,1171,"AT&amp;T CL2939 Corded Phone, Black, 1 Handset",37,[],"[2394, 1423]","[2394, 1546, 1521, 1977, 528, 1106, 504, 1423, 2008, 580, 821, 472, 656, 2313, 1382, 2030]"
1305,1731,"Zebra F-701 Stainless Steel Ballpoint Retractable Pen, Black Ink, Fine Point, PK - ZEB29411",39,"[1450, 2256, 1942, 1220, 909, 2270, 1251, 1774, 1999, 1551, 1336]",[],"[1450, 1683, 2256, 1942, 493, 1220, 1636, 53, 891, 1678, 2270, 1251, 1774, 1999, 1641, 1551]"
1306,1284,Lexmark high yield 100XL ink cartridge-Black,28,[],"[1173, 1733]","[1103, 1733, 1569, 49, 1173]"
1307,2287,Adjustable Vented Laptop Table,34,"[1239, 740, 1186, 1296]",[],"[1596, 630, 115, 1390, 1186, 836, 1192, 1614, 740, 736, 1023, 1479, 1296]"
1308,2288,"Sharpie 1758054 Pen-Grip Fine Point Pen, Colored Ink, 3-Pack",39,[],[],[]
1309,2289,DYMO 1755120 LabelWriter 4XL Thermal Label Printer,24,"[1426, 1276, 1420, 898, 2278, 912]",[],"[449, 1080, 853, 1276, 1660, 1301, 1659, 1765, 1206, 958, 547, 550, 1009, 1905, 1560, 912, 1147, 1796]"
1310,807,"DYMO Label Manager LM260P label Printer, Black /Gray (1754490)",24,"[833, 401, 253, 970, 71]",[],"[833, 71]"
1311,970,DYMO 1754488 LabelManager 360D Handheld Label Maker,24,"[833, 1834, 1105, 1426, 807, 103, 2278, 401, 253, 108, 2165, 1276, 1420, 898, 405, 71, 1285, 296, 1170, 1602]",[],"[833, 2325]"
1312,302,"Post-it&reg; Super Sticky Removable Color Coding Round Labels, 0.75-inch Diameter, Assorted Neon, 1800 per Pack (2700-N)",22,"[2378, 76, 6, 320, 9, 229, 1759, 2017, 13, 1769, 161]",[],"[2378, 6, 13, 484, 2116, 129, 9]"
1313,1094,Canon PIXMA iP4700 Premium Inkjet Photo Printer (3742B002),29,"[1035, 1705, 1736, 1830, 927, 586, 606, 711, 1278, 507, 1927, 862, 519, 430, 627, 714, 778, 567, 369, 237, 1766, 1406, 446, 542, 540, 187, 657, 514, 716, 1268, 920, 1494, 1283]","[237, 269, 187]",[]
1314,1554,Canon PIXMA MP640 Wireless Inkjet Photo All-In-One Printer (3748B002),0,"[269, 1035, 1705, 1736, 583, 927, 305, 586, 1122, 688, 507, 1927, 230, 519, 555, 430, 1784, 627, 111, 88, 778, 74, 369, 1094, 237, 1766, 446, 542, 722, 540, 452, 187, 973, 514, 716, 626, 920, 58, 826]","[237, 269, 187]",[]
1315,442,"Fellowes Thermal Binding Machine, Helios 30 (5219301)",1,"[97, 639, 618, 1689, 856, 1179, 797, 660, 742]",[],"[639, 618]"
1316,255,"Avery NoteTabs, 2 x 1.5 Inches, Numbers, 2 Sets of 1-10 (16301)",22,[],[],[]
1317,26,"Avery NoteTabs, 2 x 1.5 Inches, Neon Blue and Magenta, 40 per pack (16293)",22,"[294, 1150, 1629, 76, 20, 67, 27, 9, 229, 1550, 2017, 1769, 1472, 1758, 121, 255]",[],"[516, 76, 1629, 20, 505, 27, 871, 1228, 216, 2017, 2195, 1721, 1769, 1472, 82, 1758, 121, 255]"
1318,1172,Brother MFC-495CW Inkjet Color Multifunction Center with Wireless Networking for the Small Office/Home Office,0,"[2349, 79, 783, 1182, 1703, 583, 555, 1938, 58, 1122, 1784, 111, 972, 1303]","[1182, 1703, 583]",[]
1319,238,"Westcott Soft Handle Kids Scissors with Anti-microbial Protection, Assorted Colors, 5-Inch Blunt, 12 Pack (14873)",14,"[1980, 1135, 800, 774, 1648]",[],"[845, 494, 1980, 575, 1135, 687, 505, 243, 800, 1662, 774, 1663, 484, 1648, 551, 19, 2386, 454]"
1320,33,"Avery NoteTabs, 3 x 3.5 Inches, Pastel Blue, 20 per pack (16330)",22,"[294, 2092, 1150, 67, 76, 20, 1629, 27, 96, 229, 9, 1617, 2116, 1769, 1758, 161, 589]",[],"[1629, 67, 76, 20, 27, 484, 1758]"
1321,36,"Avery NoteTabs, 3 x 1.5 Inches, Neon Blue and Magenta, 16 per pack (16299)",22,"[294, 1629, 76, 20, 27, 96, 1769, 1472, 1758]",[],"[1629, 20, 27, 460, 1769, 1758]"
1322,1285,"Brother Personal Labeler Machine, White (PT90)",24,"[1127, 103, 1105, 2165, 851, 108, 253, 1420, 1355, 1170, 71]",[],"[1491, 2072, 115, 1309, 494, 1473, 1245, 1662, 1615, 1481, 2165, 1807, 421, 71, 484, 736, 1139, 1170, 589]"
1323,159,"Wilson Jones Pink 7 Pocket Filer, Durable Poly, Buckle Closure, Carrying Handle (W61012)",18,"[183, 181, 295, 2363, 172, 1060]",[],[]
1324,100,"Avery PocketTabs, 5.125 x 6 Inches, CD Size, Lime and Blue, 5 per pack (16362)",22,"[1491, 67, 76, 1617, 484, 1472]",[],[]
1325,314,"Smead 2-Way Mini Organizer, 12 Pockets, Alpha and Monthly, 9-3/4&quot;W x 4-1/2&quot; H, Flap with Elastic Closure, Blue with Manila Interior (70636)",18,"[1060, 2363, 295]",[],"[736, 2073, 295, 2082, 2310, 484, 421, 1060, 537, 165, 49]"
1326,779,"Fellowes Laminator Voyager 125, 12.5-Inch  with 10 Pouches (5218601)",27,"[728, 1098, 1689, 666, 664, 137, 383, 511, 94, 1742, 815, 676, 1364, 354, 1075, 194, 2205, 908, 901, 104, 420, 760]",[],"[908, 420, 104]"
1327,198,"Avery PocketTabs, 5.125 x 8.315 Inches, Half-Page Size, Pastel Blue, 5 per pack (16365)",22,"[2092, 67, 76, 20, 871, 1617, 82, 1769, 1472, 161]",[],"[1617, 67, 82, 2395]"
1328,83,"Avery Shipping Label with Paper Receipt, Laser, TrueBlock Technology, White, 25 Sheets  (5327)",22,"[1562, 320, 38, 613, 107, 2343, 1379, 466, 1231, 220, 915, 1421]",[],[]
1329,245,"PaperPro StandOut Standup Stapler, Purple (1454)",31,"[365, 403, 285, 348, 773, 124, 1704, 1921, 303, 1910]",[],"[516, 361, 257, 49, 1628, 365, 378, 1473, 633, 2238, 966, 1167, 587, 1008, 421, 1322, 1910, 735, 1107, 798, 773, 484, 1343, 769, 1921, 736, 2214, 557]"
1330,43,"Avery&reg; NoteTabs(TM) 3 inch x 7.5 inch, Perforated, Cool Blue and Green, 6 per pack",22,"[2092, 1150, 67, 76, 20, 1629, 27, 96, 229, 871, 2017, 1617, 82, 1769, 1758]",[],"[67, 76, 20, 96, 1617, 1758]"
1331,1286,"Sharpie Pen Fine Point Pen, 6 Colored Pens (1751690)",39,"[1350, 516, 200, 845, 34, 53, 1215, 1457, 894, 1903, 1692, 1244, 2228, 1063, 1774, 1065, 2288, 484, 1724, 1061, 2233]",[],"[1350, 516, 903, 840, 361, 2270, 1769, 49, 845, 1826, 1150, 2395, 505, 34, 1662, 149, 53, 142, 1134, 1726, 1352, 1481, 2293, 2083, 894, 859, 1636, 2228, 82, 1235, 1774, 2374, 842, 1065, 2288, 1624, 2237, 865, 484, 2168, 1724, 736, 557, 2233, 589, 2078]"
1332,285,PaperPro Generation II Hi-Start Stapler (1460),31,"[124, 1813, 590, 244, 365, 378, 164, 2124, 633, 245, 403, 1704, 1056, 1910, 1218, 773, 1921, 303, 1335, 139]",[],"[1473, 365, 735, 633, 245, 773, 484, 359, 1921, 590, 421, 140, 244, 1910, 1676]"
1333,1964,Brother PT-1090 P-Touch Home &amp; Family &quot;Simply Stylish&quot; Labeler,24,"[1285, 807, 1127, 103, 1105, 2165, 851, 108, 253, 296, 1602, 1355, 1577, 1170, 71]",[],[1355]
1334,711,Kodak ESP 5250 All-in-One Printer,0,[],"[281, 1100]","[2305, 1493, 1100, 2014, 1099, 810]"
1335,1095,HP Photosmart Premium TouchSmart Web All-in-One Printer,0,"[791, 1593, 583, 1440, 813, 606, 1591, 1409, 1304, 281, 2038, 1407, 1708, 961, 111, 1858, 1019, 778, 1125, 2018, 922, 1114, 1431, 86, 868, 446, 1341, 187, 763, 110, 79, 1410, 761, 2019, 1033, 459, 102]","[86, 111, 2038]",[]
1336,1732,Epson B11B189071 Perfection V500 Document Scanner,30,"[1718, 743, 470, 866, 307, 750, 2367, 1016, 1848, 1430, 709, 1042, 954, 1971, 232, 1442, 751, 570, 477, 1435, 1115, 786, 1305, 2379, 1101, 860, 814]","[866, 743]",[]
1337,396,"Smead Travel Organizer - Letter, 3 Tab, Poly, Black/Clear, 2 Pack (85777)",18,"[183, 2083, 295, 1725, 2363, 1060, 1523, 1666]",[],"[2083, 295, 2310]"
1338,345,"Smead Easy Grip Pocket - Letter, 3.5-Inch Expansion, 25 per Box (73208)",18,"[331, 1376, 313, 1060, 1378, 1523]",[],"[378, 1378, 2088, 944, 1807, 407, 1460, 1376, 2082, 484, 1264, 421, 1322, 2214, 966, 912, 439, 139]"
1339,1287,Lexmark Prospect Pro205 Wireless Multifunction Inkjet Printer,29,[],"[1284, 1173, 1733]","[1284, 1278, 1173, 1733]"
1340,1555,Flash Furniture Mid-Back Black Mesh Computer Chair,8,"[802, 1781, 2340, 608, 1673, 2362]",[],"[630, 1432, 746, 801, 1730, 587, 361, 2116, 2064, 963, 736, 1941, 557, 49, 1357, 850]"
1341,27,"Avery NoteTabs Round Edge, 2 x 1.5 Inches, Citrus, 20 per pack (16306)",22,"[294, 1150, 1629, 76, 20, 67, 2350, 9, 871, 2017, 82, 1769, 1472, 1758, 121, 161]",[],"[1629, 20, 2083, 1769, 1758, 121, 1666]"
1342,231,Ooma Telo Free Home Phone Service,37,"[2419, 2155, 2041, 528, 412, 1787, 1574, 473, 552, 2030]",[],"[2419, 2041, 1031, 1299, 1787, 580, 412, 1183, 1600]"
1343,865,"Pendaflex Oxford Ruled Index Cards, 3x5 Inches, White, 1000 Cards (10 pack of 100 )(31)",25,"[1050, 2359, 215, 2290, 243, 890, 1648, 2374, 1624, 2078]",[],"[1050, 1980, 903, 774, 49, 1464, 494, 2290, 505, 1137, 53, 1969, 2386, 1134, 2359, 1481, 1925, 890, 1322, 2374, 1624, 1135, 243, 800, 484, 769, 1648, 2168, 557, 1336, 2078]"
1344,2290,"Pendaflex Oxford Blank Index Cards, 3x5 Inches, White, 1000 cards (30)",25,"[215, 243, 865, 1799, 2374, 1624]",[],"[1050, 516, 1676, 1628, 49, 1464, 494, 505, 1662, 2070, 1013, 2078, 1134, 1807, 699, 1264, 421, 1799, 1322, 2374, 1624, 243, 941, 800, 865, 484, 2116, 769, 2168, 454, 139]"
1345,866,Epson B11B198011 Perfection V600 Photo Scanner,30,[],"[477, 1435]","[1298, 1042, 1414, 694]"
1346,1556,Master Lock 7148D Locking Steel Security File Box,19,[],[],"[2167, 1904, 516, 156, 49, 494, 378, 1060, 587, 1807, 2325, 421, 1322, 1950, 71, 1107, 1396, 484, 736, 1523]"
1347,1557,Brother TN-210BK Toner Cartridge - Retail Packaging - Black,28,[],[],"[1518, 1752, 1508, 313, 151, 49, 494, 378, 1103, 1368, 2101, 1215, 109, 1953, 911, 1807, 171, 699, 846, 1322, 1178, 47, 705, 1988, 484, 1333, 2168, 182, 1713, 1679, 737, 1676]"
1348,2291,"Sharpie 1740822 Accent Pen-Style Retractable Highlighter, Fluorescent Yellow, 5-Pack",39,"[1150, 243, 1228, 1636, 2257, 2228, 53, 890, 1363, 484, 769, 589, 2386, 1325, 1134, 1624]",[],"[215, 115, 1228, 1363, 124, 49, 121, 1309, 494, 378, 1150, 1473, 2160, 505, 53, 1969, 966, 587, 2359, 1807, 1636, 890, 1583, 1264, 1057, 421, 1817, 1322, 1212, 735, 243, 773, 484, 2116, 1396, 733, 736, 1247, 589, 139]"
1349,1392,Brother HL-3070CW Compact Digital Color Printer with Wireless Networking,29,[],[1557],"[86, 151, 1557]"
1350,808,12 Pack. Compatible Cartridges for Canon PGI-220 and CLI-221. Includes Cartridges for 4ea PGI-220 Black + 2ea CLI-221 Black + 2ea CLI-221 Cyan + 2ea CLI-221 Magenta + 2ea CLI-221 Yellow.,28,[],"[237, 2336, 269]","[2234, 237, 269, 1552]"
1351,1288,Brother MFC-9320CW High Quality Digital Color All-in-One Printer with Wireless Networking,29,[],[1557],"[1557, 171]"
1352,1173,100 Color Ink Cartridge Tri-pk- Cyan/Magenta/Yellow,28,[],"[1284, 1733]","[1141, 1103, 1733, 1284, 49, 139]"
1353,1733,100XL Color High Yield Return Prog Ink Cart Tri-pk- Cyan Magenta,28,[],"[1284, 1173]","[1284, 1173]"
1354,2292,Epson Stylus Pro 3880 Color Inkjet Printer (CA61201-VM),29,[],[1298],"[866, 1610]"
1355,262,Pendaflex I.Organize Project Management System Storage Binder Starter Kit(10049),1,"[295, 149, 216, 2310, 1758, 161]",[],[]
1356,1965,"Scotch Self-Sealing Laminating Pouches, Bag Tags with Loops, Glossy, 5 Pouches (LS853-5G)",27,[],[],"[62, 1617, 484, 75]"
1357,867,LapGear 45303 Multi-Purpose Jumbo LapDesk,11,[],[971],"[971, 536]"
1358,1734,VuPoint Solutions Magic Wand Portable Scanner,30,"[1764, 477, 1403, 1416, 2045, 695, 1981, 1561]",[],[1403]
1359,2293,"Pentel EnerGel Deluxe RTX Retractable Liquid Gel Pen, Fine Line, Needle Tip, Black Ink, Box of 12 (BLN75-A)",39,"[1951, 799, 2091, 1942]",[],"[1514, 516, 795, 49, 378, 1942, 54, 53, 2091, 966, 799, 1951, 2291, 1583, 1264, 421, 1212, 842, 1218, 843, 484, 2116, 139]"
1360,1735,Razer Goliathus Alpha Mouse Mat - Precision Control Surface,11,[],[704],[704]
1361,116,"Paper Mate Medium Point Retractable Gel Pens, 8 Colored Ink Pens (1746323)",39,"[1221, 2023, 157, 1347, 2084, 34, 894, 1903, 1692, 2012, 195, 1165, 678, 1529, 87, 2248]",[],"[1221, 903, 1165, 678, 1529, 1758, 2023, 1150, 34, 53, 1297, 1635, 1167, 2248, 1134, 799, 1481, 1347, 1949, 894, 1903, 2084, 1925, 1692, 1065, 243, 589]"
1362,218,"Mead Early Learning Idea builders, Stage Three, 10 x 8 Inches, 48 Sheets",25,"[485, 239, 166]",[],"[485, 239, 436, 166]"
1363,239,"Number Stories WorkBook, Stage Two, 10 x 8 Inches, 40 Count (48022)",25,"[485, 218, 436, 166]",[],"[218, 436, 485, 166, 2386]"
1364,1394,"Mead Press-It Seal-It Envelopes, 9 x 12 Inch, Office Pack 25 Count (76086)",16,"[1952, 1141, 1160, 1509, 49, 2186, 378, 407, 2227, 1312, 1009, 966, 1807, 734, 2271, 421, 1817, 1462, 1349]",[],"[2239, 516, 1952, 1676, 115, 1141, 1160, 1228, 840, 447, 963, 1509, 49, 1628, 2186, 494, 378, 1473, 505, 89, 407, 633, 2227, 1056, 112, 966, 1167, 587, 1352, 1807, 734, 1583, 421, 1322, 1212, 220, 2381, 1462, 2237, 1396, 484, 19, 736, 557, 1368, 850, 139]"
1365,1393,"Mead Press-It Seal-It 6X9 Envelopes, Office Pack 30 Count (76084)",16,"[1952, 1141, 1160, 2093, 1509, 2186, 407, 2227, 1312, 550, 960, 1009, 1532, 853, 1658, 1394, 734, 2271, 1817, 1349]",[],"[115, 460, 1141, 1160, 361, 447, 1509, 49, 1628, 2186, 494, 378, 505, 89, 407, 1625, 633, 2227, 1312, 2401, 112, 966, 2078, 1357, 1167, 587, 1807, 1394, 734, 699, 1583, 1264, 1370, 846, 421, 1235, 1322, 1212, 220, 1462, 2237, 484, 2116, 769, 19, 736, 1713, 1378, 1336, 139]"
1366,1096,Tyke Supply Dual LCD Monitor Stand desk clamp holds up to 24&quot; lcd monitors,11,[],[],"[2308, 1588, 2379]"
1367,1966,"Board Dudes Double Sided Dry Erase Lapboard, 9 x 12 Inches (11060-6)",26,"[189, 1770, 441, 362, 843, 1730, 178, 160, 1663, 1164, 394, 223, 1013, 2370, 486, 37]",[],"[1770, 903, 1390, 5, 1367, 2370, 1662, 1663, 1969, 1013, 37, 362, 890, 1637, 1624, 1135, 843, 243, 800, 1504, 1164, 1872, 2168, 223, 2357]"
1368,2294,"KEY-BAK #SUPER 48 (S48K) Locking Retractable Reel, 48 inch (122 cm) Kevlar Cord, Polycarbonate Case, Steel Belt Clip, 8 Ounce Retraction, Oversized Split Ring",19,"[1883, 2128]",[],"[1883, 2274, 2128]"
1369,1558,Wolverine F2D 35mm Film to Digital Image Converter with 2.4-Inches LCD and TV-Out,30,"[1790, 1435, 857, 866, 307, 2020, 1101, 825, 1116]","[825, 2020]",[]
1370,1395,"Rolland Office Chair Caster Wheel for Hardwood Floor - Stem Diameter: 11mm, Stem Length: 22mm - 5 Unit/Pack",20,"[762, 1027, 2388]",[],"[1788, 1615, 178, 1673, 2388]"
1371,1097,Digital Postal Shipping Postage Bench Scales 75 lbs,16,[],"[1765, 613, 449, 547]","[38, 1660, 1379, 1232, 151, 1889, 49, 2289, 1421, 1331, 1312, 1206, 958, 550, 1422, 112, 1009, 1231, 109, 718, 853, 171, 86, 421, 466, 1322, 220, 912, 1295, 47, 107, 543, 1349, 1865, 578, 736, 1905, 1247, 915]"
1372,2295,Royal DC20 Paper Trimmer,10,"[592, 318, 605, 267, 578, 284]",[],[]
1373,449,"Weighmax 2822-75LB postal shipping scale, Battery and AC Adapter Included",16,"[1310, 1566, 1294, 1097, 613, 1379, 956, 1149, 1765, 547, 1608, 466, 967]",[],"[38, 1660, 1659, 1379, 1232, 1889, 852, 1147, 2289, 1421, 1562, 1498, 2320, 1088, 1331, 1312, 958, 550, 112, 1231, 1009, 1110, 349, 1700, 853, 1276, 171, 86, 1560, 466, 220, 1295, 47, 107, 543, 1349, 1865, 741, 547, 1905, 915]"
1374,1174,"C-Line 13-Pocket Biodegradable Expanding File, Coupon Size, 1 Expanding File, Color May Vary (48410)",18,"[1060, 2363, 314]",[],"[736, 1628, 378, 2073, 183, 407, 840, 2310, 484, 2363, 314, 1060, 557, 49]"
1375,346,"3M Permanent Adhesive Recycled Address Labels, 1 x 2 5/8&quot;, White, 750 per Pack (3700-A)",22,[],[],[]
1376,69,"Smead Easy Slide Tab, 1/3-Cut, Clear, 18 Per Pack (64626)",22,"[379, 439, 421]",[],"[421, 1679, 2325]"
1377,1175,Estes Taser Rocket Launch Set,14,[],[],[]
1378,107,"Avery Inkjet Shipping Labels with Paper Receipts, 5.5 x 8.5 Inch, White, Pack of 25 Labels with 25 Receipts (8127)",22,"[38, 460, 1379, 1232, 49, 2289, 1421, 449, 1562, 1625, 1312, 1765, 550, 112, 1231, 1110, 1009, 967, 1700, 853, 171, 613, 83, 1418, 466, 220, 1310, 68, 47, 547, 2384, 915]",[],"[449, 38, 1097, 1865, 550, 466, 1009]"
1379,780,Zowie G-TF &quot;Spawn&quot; Cloth E-Sport Mouse Pad,11,[],[704],[]
1380,686,Aleratec DVD/CD Shredder XC 240145 (Black),24,"[1266, 1029, 581, 1243, 876, 532, 156, 1245, 217, 488, 1789, 625, 525, 622, 1594, 2115]","[156, 488, 581, 2115]",[]
1381,1396,"Officemate Clipboard, Letter Size, 3 pack (83130)",19,[494],[],"[516, 1676, 115, 1730, 361, 963, 1628, 49, 494, 378, 1473, 2088, 505, 407, 633, 1969, 112, 966, 2078, 1167, 587, 1134, 1615, 1807, 998, 699, 1583, 421, 1235, 1322, 1212, 1462, 1247, 2237, 484, 2116, 769, 736, 1713, 557, 850, 139]"
1382,971,LapGear 45492 Deluxe Computer LapDesk,11,[],[867],"[867, 704, 740, 112]"
1383,1967,Creative 45014 LapGear Student LapDesk,11,[],"[971, 867]","[971, 867]"
1384,753,"Prismacolor Blender Pencil   Colorless, 2-pack (962)",39,"[1010, 1672, 1455, 1849, 1906, 999, 654, 1814, 1233, 1544, 1623, 1755]",[],"[1010, 1672, 1455, 1849, 1906, 999, 654, 1814, 1233, 1544, 1623, 1755]"
1385,1968,"Advantus Read Right PathKleen Laser Printer Cleaning Sheets, 8.5 x 11 Inches Sheets, 10 Sheets per Package (REARR1237)",29,"[1109, 75]",[],"[516, 819, 1975, 1414, 1752, 2284, 2312, 151, 49, 494, 2068, 1591, 2332, 1231, 1018, 143, 1953, 911, 1933, 86, 421, 1322, 912, 2033, 1988, 484, 2116]"
1386,89,"Post-it Greener Notes, 3 x 3-Inches, Sunwashed Pier Collection, 6-Pads/Pack",25,"[1150, 2378, 2088, 1635, 2214, 2116, 1979, 659, 1540, 1628, 1167, 2087, 1134]",[],"[516, 1317, 1676, 115, 361, 124, 1336, 49, 1628, 494, 378, 1150, 505, 407, 1662, 633, 2401, 1969, 966, 1635, 1167, 1357, 1134, 587, 2078, 1807, 699, 1636, 2325, 1583, 850, 1979, 1264, 421, 1322, 1212, 1325, 1624, 1743, 659, 2237, 484, 2116, 1921, 19, 736, 2214, 589, 139]"
1387,2296,10 Pack: PGI220 (2) CLI221B (2) CLI221C (2) CLI221M (2) CLI221Y (2) Non OEM,28,[],"[808, 237, 2336]","[269, 1754, 752, 1552, 808, 2336]"
1388,167,"Wilson Jones View-Tab Transparent Dividers, Extra Wide, 5-Tab Set, Multicolor Square Tabs (W55069)",22,"[2070, 181, 840, 1617, 292, 2195, 114, 82, 1472, 1086, 1758]",[],[733]
